trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
2024-11-27 18:55:04,2229378226512508,"fraud_Gottlieb, Considine and Schultz",shopping_net,103.21,Thomas,Hale,M,949 Smith Parkway,Cazenovia,WI,53924,43.4987,-90.2796,1360,Occupational hygienist,1984-11-06,d69339e3bc295a335ea41b1d73ff0fbe,1732733704398,44.177169,-89.775318,0
2024-11-27 18:55:07,571365235126,fraud_Towne LLC,misc_pos,12.45,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,5a95cc3537a2509209e61137daef26cd,1732733707798,45.082911,-85.297828,0
2024-11-27 18:55:11,4210078554961359092,fraud_Little Ltd,kids_pets,23.76,Valerie,Clark,F,7402 West Ranch,Lowell,OR,97452,43.921,-122.7806,1420,Systems analyst,1965-11-11,09311c39971d8ec4e224a2baac665f52,1732733711249,44.134942,-123.764595,0
2024-11-27 18:55:14,3595111028444131,fraud_Kutch-Ferry,home,4.59,Jeffery,Sanders,M,5278 Sarah Station Apt. 009,Cardwell,MO,63829,36.0434,-90.2907,1120,Television floor manager,1957-04-17,dd7ebda63e50d3d6cbef86c318890ec4,1732733714682,36.926331,-89.520535,0
2024-11-27 18:55:18,4689147265057948423,fraud_Heathcote LLC,shopping_net,53.82,Steven,Brooks,M,2622 Reynolds Isle,Manley,NE,68403,40.9207,-96.168,206,Human resources officer,1967-10-04,51a1d703bb6994f10c7f69b37aa70575,1732733718098,40.897266,-96.387968,0
2024-11-27 18:55:21,676314217768,"fraud_Heathcote, Yost and Kertzmann",shopping_net,145.55,Ellen,Carrillo,F,9431 Amanda Mills,Odessa,MO,64076,38.9829,-93.9757,9512,Clinical research associate,1972-12-31,40325630f5236e9862ca7014346e9470,1732733721524,38.321376,-94.693184,0
2024-11-27 18:55:26,6554245334757802,fraud_Pacocha-Weissnat,kids_pets,97.96,Monique,Robinson,F,07712 Marcus Divide Apt. 831,Laguna Hills,CA,92637,33.615,-117.7114,45303,Sales executive,1969-12-22,b59a5b14b864ab5bb108723581f7d4f0,1732733726871,33.735321,-117.766969,0
2024-11-27 18:55:30,3538520143479972,fraud_Friesen-D'Amore,gas_transport,77.87,Cassandra,Nunez,F,9572 Austin Forge Suite 612,Clay Center,OH,43408,41.5686,-83.3632,269,Insurance underwriter,1965-09-15,c52547c995d995e982c679a3723bef91,1732733730263,41.725276,-84.009578,0
2024-11-27 18:55:33,4917187576956394,fraud_Denesik and Sons,shopping_pos,70.3,Joel,Rivera,M,121 Solis Summit Apt. 934,Tryon,OK,74875,35.8759,-96.9623,1165,"Psychotherapist, child",1944-11-11,c87febe213bd9facb3b5642ef03e6ac9,1732733733805,35.576204,-96.330537,0
2024-11-27 18:55:37,4509142395811241,fraud_Cruickshank-Mills,entertainment,90.18,Margaret,Williams,F,165 Jerry Meadows Suite 460,Surrency,GA,31563,31.6489,-82.1982,1324,"Engineer, technical sales",1926-07-12,d217337c101d5afb7a20474b2982a83b,1732733737477,32.12291,-81.929773,0
2024-11-27 18:55:40,3514865930894695,"fraud_Rowe, Batz and Goodwin",grocery_pos,127.37,Christopher,Castaneda,M,1632 Cohen Drive Suite 639,High Rolls Mountain Park,NM,88325,32.9396,-105.8189,899,Naval architect,1967-08-30,82579981b95ca1087f7964a05cb56f1e,1732733740913,31.946717,-105.86765,0
2024-11-27 18:55:44,4640395708703,"fraud_Reilly, Heaney and Cole",gas_transport,55.54,Melissa,Krause,F,67632 Martin Gateway,Fordoche,LA,70732,30.6576,-91.6264,1178,Community education officer,1951-06-13,b13e206f8b83471f9f749118058c5cdd,1732733744299,31.535134,-91.292528,0
2024-11-27 18:55:49,3524574586339330,"fraud_Altenwerth, Cartwright and Koss",shopping_net,5.47,Ashley,Cabrera,F,94225 Smith Springs Apt. 617,Vero Beach,FL,32960,27.633,-80.4031,105638,"Librarian, public",1986-05-07,aa2ba2ca04e3a369fa4bda7a96990aac,1732733749458,26.792628,-79.992858,0
2024-11-27 18:55:52,4640395708703,fraud_Barton Inc,grocery_pos,126.57,Melissa,Krause,F,67632 Martin Gateway,Fordoche,LA,70732,30.6576,-91.6264,1178,Community education officer,1951-06-13,181828bd61505fcf949701ab5216e2f7,1732733752889,30.165441,-90.671771,0
2024-11-27 18:55:56,36485887555770,fraud_Harber Inc,gas_transport,62.82,Michael,Gross,M,230 Ryan Tunnel Apt. 025,Fulton,OH,43321,40.4971,-82.8342,267,Facilities manager,2005-01-29,e6307a03de7d75d63b8eaea6c3465337,1732733756306,40.388078,-82.239853,0
2024-11-27 18:55:59,4198470814557,fraud_Price Inc,shopping_net,5899.86,Christie,Williamson,F,519 Jerry Views,Avoca,IA,51521,41.4768,-95.3509,2036,Engineering geologist,1971-08-20,2e1308bbee3e3382bb784e7f049a1e06,1732733759706,42.105221,-95.516901,0
2024-11-27 18:56:03,30428204673351,"fraud_Rowe, Batz and Goodwin",grocery_pos,99.56,Greg,Villarreal,M,2851 Foster Shoals,Schaefferstown,PA,17088,40.3087,-76.2963,823,Gaffer,1982-07-02,21188461d96176cbe49c1a7316b4cdd3,1732733763087,40.560933,-77.212944,0
2024-11-27 18:56:06,4613314721966,fraud_Nolan-Williamson,kids_pets,46.58,Jason,Murphy,M,542 Steve Curve Suite 011,Collettsville,NC,28611,35.9946,-81.7266,885,Soil scientist,1988-09-15,a16e1c5331532bf89f8f2ffa7af4445f,1732733766478,35.393819,-81.890605,0
2024-11-27 18:56:09,30234966027947,fraud_Schmidt and Sons,shopping_net,2.5,Matthew,Lambert,M,7188 Melissa Crest Apt. 151,New Holstein,WI,53061,43.9446,-88.0911,5196,Child psychotherapist,1978-01-22,4418150da95fcd4ae108e5f0f2359089,1732733769884,44.301353,-88.18456,0
2024-11-27 18:56:13,4736845434667908128,"fraud_Walter, Hettinger and Kessler",personal_care,94.45,Toni,Gomez,F,062 Carl Dam,Altona,NY,12910,44.8816,-73.6408,2148,"Surveyor, land/geomatics",1953-05-23,65b12f1b98fef5eaa975f2b375d1862e,1732733773917,45.666797,-73.279308,0
2024-11-27 18:56:17,3563837241599446,"fraud_Haley, Jewess and Bechtelar",shopping_pos,9.95,Timothy,Simmons,M,1049 John Ports Suite 057,Newberg,OR,97132,45.3099,-122.9685,28278,Research scientist (physical sciences),1977-07-17,b9d3c9d14623c75d6ef7b879cf2c42a9,1732733777335,45.874781,-122.940729,0
2024-11-27 18:56:20,348253506557335,"fraud_Huel, Hammes and Witting",grocery_pos,106.16,Thomas,Gibson,M,32745 Silva Springs Suite 040,Grand Bay,AL,36541,30.4983,-88.3282,15647,Armed forces logistics/support/administrative officer,1948-03-22,5e43a10a4132967087a1ac51bb49fb93,1732733780770,30.84517,-88.932596,0
2024-11-27 18:56:24,2242542703101233,"fraud_Stanton, Jakubowski and Baumbach",shopping_net,32.63,Samuel,Jenkins,M,43235 Mckenzie Views Apt. 837,Westport,KY,40077,38.4921,-85.4524,564,Pensions consultant,1996-04-10,e38b3bfa4ee352f42a2238035d3b9cf5,1732733784190,38.735513,-86.313003,0
2024-11-27 18:56:27,4586810168620942,fraud_Ledner-Pfannerstill,gas_transport,55.95,Michelle,Gregory,F,6983 Carrillo Isle,Edisto Island,SC,29438,32.5486,-80.307,2408,"Sales professional, IT",1997-07-05,6b40d1651b1ab39777031e3a1d729b01,1732733787606,32.750083,-80.177933,0
2024-11-27 18:56:31,3559160581764413,"fraud_O'Connell, Botsford and Hand",home,88.25,Allen,Bell,M,70147 Amanda Fields,Saint Bonaventure,NY,14778,42.2701,-78.6847,1453,Toxicologist,1974-02-15,db97d86d2856d4db7f072de490a5ac5a,1732733791021,41.582283,-77.729652,0
2024-11-27 18:56:36,4904681492230012,"fraud_Prosacco, Kreiger and Kovacek",home,162.36,Lisa,Lowe,F,574 David Locks Suite 207,Cottekill,NY,12419,41.8467,-74.1038,722,Comptroller,1990-10-19,4b98a06f5ce7c0321a622171ed4ce7d6,1732733796649,40.989605,-74.094556,0
2024-11-27 18:56:40,4906628655840914250,"fraud_Roob, Conn and Tremblay",shopping_pos,2.67,Charles,Moreno,M,838 Franklin Prairie Apt. 902,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,1987-02-13,65bb0ae8e7a768b2cc218492feaa9daa,1732733800052,24.116065,-81.718186,0
2024-11-27 18:56:43,4426075337087318654,"fraud_Ledner, Hartmann and Feest",health_fitness,25.99,Kyle,James,M,621 Smith Hollow Apt. 738,Topeka,KS,66616,39.0645,-95.6413,163415,Clinical cytogeneticist,1975-06-25,e687ba4db838686c4acddb3170d6ce36,1732733803451,39.678535,-96.392197,0
2024-11-27 18:56:46,3527063666782582,"fraud_Cole, Hills and Jewess",home,13.86,Amanda,Alexander,F,21810 James Mall,Camden,TX,75934,30.9,-94.7547,99,Colour technologist,1965-11-21,810fb15fc8d439cba48d834267479e6e,1732733806878,30.475802,-94.252416,0
2024-11-27 18:56:50,4904681492230012,fraud_Boyer-Reichert,shopping_net,9.07,Lisa,Lowe,F,574 David Locks Suite 207,Cottekill,NY,12419,41.8467,-74.1038,722,Comptroller,1990-10-19,ce61f0203bea2ac82ae6c9da6fe3fae2,1732733810259,40.90226,-73.90477,0
2024-11-27 18:56:53,3551217896304745,fraud_Lynch Ltd,shopping_pos,432.99,Sara,Harris,F,597 Jenny Ford Apt. 543,Tupper Lake,NY,12986,44.232,-74.4905,6120,Chartered loss adjuster,1976-10-09,7e8cf3ab55d23f91eea2aed46ffeaa91,1732733813681,45.079731,-74.528068,0
2024-11-27 18:56:57,30153452207526,fraud_Swift PLC,kids_pets,317.24,Robin,Smith,F,0537 Margaret Common Suite 526,Coleman,TX,76834,31.8287,-99.427,5908,Radio producer,1962-04-05,00e25a7733453e729725c9580b644439,1732733817082,32.303579,-98.881968,0
2024-11-27 18:57:00,3590736522064285,fraud_Monahan-Morar,personal_care,31.53,Kimberly,Gonzalez,F,72966 Shannon Pass Apt. 391,Bauxite,AR,72011,34.5091,-92.4828,4074,"Scientist, audiological",1975-12-20,695dcee3d017d7ca25de44125fc6cf7a,1732733820515,35.12394,-93.114744,0
2024-11-27 18:57:03,676173792455,fraud_Runte-Mohr,food_dining,27.08,Brittany,Cox,F,07177 William Dale Apt. 547,Santa Monica,CA,90403,34.0287,-118.4924,92043,"Civil engineer, contracting",1961-04-25,6dac55b07ad4bcc23f136573b4429fb8,1732733823928,33.067443,-118.583672,0
2024-11-27 18:57:07,213178765398315,"fraud_Denesik, Powlowski and Pouros",home,167.25,Alan,Colon,M,748 Bryan Fields Suite 935,Riverton,WY,82501,43.0351,-108.2024,19408,"Lecturer, higher education",1993-09-11,9742668aaf727644091eab4415d18d90,1732733827350,43.299021,-108.603416,0
2024-11-27 18:57:10,4259996134423,fraud_Miller-Hauck,grocery_pos,93.89,Julie,Johnson,F,9331 Robert Passage Suite 327,Hudson,KS,67545,38.1485,-98.6408,215,Probation officer,1968-11-22,41af50e99e24809c0c92850d70e13702,1732733830757,38.929353,-98.411672,0
2024-11-27 18:57:14,2286236465059468,"fraud_Hettinger, McCullough and Fay",home,95.24,Morgan,Murray,F,2788 Brittney Island,Blairstown,MO,64726,38.5319,-93.9221,467,Agricultural consultant,1950-05-27,146370de1edb535163135e9eb8ebf422,1732733834169,39.425675,-93.081167,0
2024-11-27 18:57:17,581686439828,fraud_McDermott-Weimann,grocery_pos,91.35,Larry,House,M,911 Sabrina Trafficway,Cochranton,PA,16314,41.5205,-80.0573,5507,Retail merchandiser,1973-07-28,28837e76164686cfc9ed3bead1889bf6,1732733837617,40.649978,-79.565862,0
2024-11-27 18:57:21,3561963695236764,fraud_Eichmann-Kilback,home,82.94,Michael,Lee,M,7915 Dawn Roads Apt. 544,Shelter Island,NY,11964,41.064,-72.3366,1858,Clinical biochemist,1984-03-03,396ad6626fad0b819b74252bdff72364,1732733841002,40.136583,-71.936972,0
2024-11-27 18:57:24,3596217206093829,fraud_Sawayn PLC,shopping_pos,4.82,Sara,Ramirez,F,23843 Scott Island,Birmingham,IA,52535,40.8626,-91.9534,888,Camera operator,1988-03-25,e2dba168580168e249b189de45a2ac4d,1732733844435,40.42276,-92.847712,0
2024-11-27 18:57:27,36078114201167,fraud_Harris Group,food_dining,61.94,Christopher,Horn,M,956 Sanchez Highway,Mallie,KY,41836,37.2692,-82.9161,798,Facilities manager,1926-06-26,31a0515239132d05390bfd890ce5cdad,1732733847913,37.488176,-83.40662,0
2024-11-27 18:57:31,30135235368675,fraud_Douglas-White,entertainment,289.63,Amanda,Williams,F,02018 Gary Key Apt. 911,Independence,MO,64058,39.1412,-94.3515,123373,"Engineer, production",1992-11-27,73ac7f1eb42bdba0bec4f41b47073243,1732733851320,39.667359,-93.750078,0
2024-11-27 18:57:34,4260059589824237,fraud_White and Sons,home,36.11,Aaron,Rogers,M,969 Huerta Path Apt. 270,Valentine,NE,69201,42.8062,-100.6215,4005,Network engineer,1945-03-15,5523742500ff480b013d0378625a63e9,1732733854736,42.388644,-101.423554,0
2024-11-27 18:57:38,375848982312810,fraud_Stark-Batz,entertainment,3.62,Dale,Smith,M,25036 Contreras Turnpike Suite 270,Purmela,TX,76566,31.4841,-97.9903,258,Web designer,1943-12-15,401f885929c5c32df2e4112b9aa3fd30,1732733858134,31.029345,-97.482918,0
2024-11-27 18:57:41,180067784565096,"fraud_Kunze, Larkin and Mayert",travel,7.22,Mary,Juarez,F,35440 Ryan Islands,North Prairie,WI,53153,42.9385,-88.395,2328,Applications developer,1942-01-06,ff36d567af7b1fa23246551ed9f6efde,1732733861545,43.647543,-87.444539,0
2024-11-27 18:57:44,180042946491150,"fraud_Roob, Conn and Tremblay",shopping_pos,58.88,Charles,Robles,M,3337 Lisa Divide,Saint Petersburg,FL,33710,27.7898,-82.7243,341043,"Engineer, land",1989-02-28,287f10413a15e7e6affac9dff8e05c5c,1732733864950,28.016954,-82.119891,0
2024-11-27 18:57:48,6011104316292105,fraud_Towne LLC,misc_pos,216.31,Valerie,Davis,F,3861 Anderson Ramp Apt. 536,Drakes Branch,VA,23937,36.9688,-78.5615,1970,Energy engineer,1985-09-02,fab06c787755809ecba11852fa80e23e,1732733868347,36.853494,-78.735092,0
2024-11-27 18:57:51,36192615525683,fraud_Bailey-Morar,grocery_pos,203.54,Susan,Garcia,F,582 Rodriguez Wells,Albuquerque,NM,87109,35.1506,-106.569,641349,Civil Service administrator,1976-04-11,3215f2619bfa64f283be61215bee6c6a,1732733871736,34.560446,-107.528505,0
2024-11-27 18:57:55,4607072969078276,fraud_Cummerata-Hilpert,entertainment,41.52,Brenda,Perez,F,033 Tara Brook Suite 523,Coyle,OK,73027,35.8985,-97.2607,1493,Amenity horticulturist,1985-03-21,0df5fa935c2ad266e35ccb6f454c4eb2,1732733875135,35.643305,-97.119799,0
2024-11-27 18:57:58,4862293128558,fraud_Shanahan-Lehner,personal_care,63.84,Elizabeth,Payne,F,897 Daugherty Mission,Grassflat,PA,16839,41.0036,-78.1104,489,Pension scheme manager,1956-09-15,812987ec4c160f65e4d4968b4186ed54,1732733878558,41.791502,-79.093456,0
2024-11-27 18:58:02,2720012583106919,fraud_Altenwerth-Kilback,home,79.46,Joseph,Murray,M,42933 Ryan Underpass,Manderson,SD,57756,43.3526,-102.5411,1126,Volunteer coordinator,1980-08-18,8205b1a83d010cabc961d9cd58637d4f,1732733882068,43.880758,-101.947275,0
2024-11-27 18:58:05,3567697931646329,fraud_Adams-Barrows,health_fitness,2.61,John,Stevens,M,428 Morgan River,Hudson,NY,12534,42.247,-73.7552,17867,Travel agency manager,1998-07-29,07013b6fac89440c1e8f15428f93b7f4,1732733885503,41.502652,-73.721972,0
2024-11-27 18:58:08,4003989662068504,fraud_Brekke and Sons,gas_transport,75.7,Chris,White,M,98897 Bennett Lodge,Bessemer,AL,35022,33.3224,-86.9657,71463,Radio broadcast assistant,1989-02-08,4a4af4b04c220d49f9545f68894abf95,1732733888920,32.702726,-87.170866,0
2024-11-27 18:58:12,3556613125071656,"fraud_Windler, Goodwin and Kovacek",home,28.38,Jose,Vasquez,M,572 Davis Mountains,Lake Jackson,TX,77566,29.0393,-95.4401,28739,Futures trader,1999-12-27,9630e08a207d8214d24c7e2074ab5fc5,1732733892322,29.054471,-96.017116,0
2024-11-27 18:58:15,4708992452821239,"fraud_Welch, Rath and Koepp",entertainment,57.86,Jared,Walters,M,3326 Hannah Fords,Cord,AR,72524,35.8184,-91.3375,376,"Designer, ceramics/pottery",1938-09-08,4dfce3199f7d889bba9528da825e96ca,1732733895723,36.763508,-92.152842,0
2024-11-27 18:58:19,4451952084362894,fraud_Thiel-Thiel,entertainment,78.68,Joseph,Davis,M,941 Adam Stravenue,Nazareth,TX,79063,34.5444,-102.1069,686,Petroleum engineer,1980-07-30,9b07a712f07127a3a2002a8b93c47f24,1732733899110,34.272277,-101.500374,0
2024-11-27 18:58:22,5130484058948421,fraud_Torphy-Goyette,shopping_pos,126.44,Ronald,White,M,25713 Hamilton Grove Apt. 903,Beaverdam,OH,45808,40.8314,-83.9758,349,Museum/gallery conservator,1978-12-25,dac15b3048bae2a488fbb90bb14246d8,1732733902507,41.118417,-84.884647,0
2024-11-27 18:58:25,639030014711,fraud_Lynch-Mohr,travel,471.42,Stephen,Lopez,M,696 Matthew Ford Suite 157,Olmsted,IL,62970,37.1935,-89.0933,639,Mechanical engineer,1982-08-01,d9b3ed2b3bbb59cf5ddf99900f3e6d88,1732733905890,37.950343,-88.833767,0
2024-11-27 18:58:29,501802953619,"fraud_Denesik, Powlowski and Pouros",home,27.72,Robert,Flores,M,3277 Fields Meadows Apt. 790,Greenview,CA,96037,41.5403,-122.9366,308,Call centre manager,1958-09-20,1a18b6dacbcc5e94901bf976d34d6feb,1732733909299,40.874698,-122.025392,0
2024-11-27 18:58:32,348379466427142,fraud_Volkman PLC,food_dining,36.78,Michael,Rowe,M,7428 Martinez Flats,Melbourne,FL,32935,28.1384,-80.6524,139650,Database administrator,1957-01-23,bcf3197e4ccc61a0c7a5a369e1ecd5cd,1732733912708,28.256493,-80.769188,0
2024-11-27 18:58:36,3523898249167098,"fraud_Larson, Quitzon and Spencer",travel,2.88,Joshua,Carpenter,M,04975 Allison Shoal,Bronx,NY,10463,40.8798,-73.9067,1382480,"Therapist, drama",1990-11-09,be76274cd444222ddbfdf28808044ab3,1732733916203,41.35655,-74.868062,0
2024-11-27 18:58:39,30150717898388,fraud_Harris Inc,gas_transport,52.71,Raymond,Lloyd,M,5930 Rebecca Bridge Apt. 444,Paint Rock,AL,35764,34.7031,-86.3068,653,Paediatric nurse,1966-06-19,d2ac441685d0fa18b46febe1dc989dfa,1732733919605,35.647857,-86.40411,0
2024-11-27 18:58:43,4255397449664185994,fraud_Nolan-Williamson,kids_pets,25.15,George,Smith,M,7377 Walton Extensions Apt. 979,Dallas,TX,75236,32.69,-96.9177,1263321,"Designer, interior/spatial",1952-09-27,e0707e51e1de6a5ccd7a5bc3de19dd19,1732733923123,33.672009,-96.750898,0
2024-11-27 18:58:46,3567697931646329,"fraud_Yost, Schamberger and Windler",kids_pets,30.1,John,Stevens,M,428 Morgan River,Hudson,NY,12534,42.247,-73.7552,17867,Travel agency manager,1998-07-29,0939f7d5c63f5f60f5c303b52d0685b8,1732733926533,41.272787,-73.316521,0
2024-11-27 19:03:02,3501509250702469,fraud_Herman Inc,misc_pos,1.25,Frank,Anderson,M,0611 Stafford Valley Suite 504,Naples,FL,34112,26.1184,-81.7361,276002,"Programme researcher, broadcasting/film/video",1979-01-02,5f5cde848c1bc270de4f487a498fb6c7,1732734182869,25.829315,-81.680489,0
2024-11-27 19:03:06,2235613922823698,fraud_Fisher Inc,shopping_net,1.82,Melissa,Mcclure,F,2027 Snyder Track,Manville,WY,82227,42.73,-104.7024,241,Educational psychologist,1980-12-16,01eeed50b87522c5823f041b1327e3db,1732734186255,43.503069,-104.7425,0
2024-11-27 19:03:09,180011453250192,fraud_Dicki Ltd,grocery_net,47.49,Craig,Dunn,M,721 Jacqueline Brooks,New Boston,IL,61272,41.2153,-90.9879,1504,Manufacturing engineer,1993-10-05,3aa7319f51f3a4a52615da0131c6afe5,1732734189680,41.784677,-91.792204,0
2024-11-27 19:03:13,4981132848794,fraud_Keeling-Crist,misc_pos,41.22,Joseph,Spencer,M,7854 Stephanie Island Suite 788,Holloway,OH,43985,40.0113,-80.9701,128,Child psychotherapist,1946-04-03,47318a9c87411a4fa5b8aa54c12e2cd5,1732734193107,40.194535,-81.401311,0
2024-11-27 19:03:16,4862293128558,fraud_Kutch-Wilderman,home,37.67,Elizabeth,Payne,F,897 Daugherty Mission,Grassflat,PA,16839,41.0036,-78.1104,489,Pension scheme manager,1956-09-15,5a5b06c874bac199c1bbacc3acdb3993,1732734196574,40.11629,-77.385503,0
2024-11-27 19:03:20,6011104316292105,fraud_Cummerata-Hilpert,entertainment,30.0,Valerie,Davis,F,3861 Anderson Ramp Apt. 536,Drakes Branch,VA,23937,36.9688,-78.5615,1970,Energy engineer,1985-09-02,9d97bf1223f1594779b0509326f12363,1732734200060,36.395517,-78.908256,0
2024-11-27 19:03:23,4279161831637,fraud_Klein Group,entertainment,11.34,Lisa,Hendrix,F,35737 Kirby Fall Suite 409,Vanderbilt,PA,15486,40.0246,-79.6955,2303,Physiotherapist,1987-08-16,de69c162406e0e21dcfa77e91dc43ac5,1732734203492,40.050245,-79.634781,0
2024-11-27 19:03:26,4377338765909719,"fraud_Dare, Casper and Bartoletti",kids_pets,127.89,Nicholas,Mcmahon,M,2123 Jonathan Falls Suite 753,Heiskell,TN,37754,36.115,-84.0438,4729,"Geologist, wellsite",1982-04-19,f888b7a912c619f5b863070e62306b5f,1732734206889,36.486066,-83.239381,0
2024-11-27 19:03:30,60422928733,"fraud_Yost, Block and Koepp",misc_pos,6.42,Jeffrey,Powers,M,38352 Parrish Road Apt. 652,North Augusta,SC,29860,33.6028,-81.9748,46944,Secondary school teacher,1942-04-02,798e39eedaae06af5cc4e37e7f9f8afd,1732734210281,33.500387,-82.775749,0
2024-11-27 19:03:33,6011492816282597,fraud_Cassin-Harvey,grocery_net,83.86,Gary,Barnes,M,2970 Flores Brooks,Smackover,AR,71762,33.3398,-92.7442,2501,Financial adviser,1986-06-11,5525487c0e64a4a5393597939f8a448a,1732734213687,33.086827,-92.199252,0
2024-11-27 19:03:37,4312133045694601139,fraud_Kuphal-Toy,food_dining,102.0,Julian,Price,M,086 Pierce Cove,Pikesville,MD,21208,39.3764,-76.729,33917,Company secretary,1977-06-12,0216ae399456c1e08c12db41a0ff1a1a,1732734217076,40.148458,-76.013898,0
2024-11-27 19:03:40,213141712584544,fraud_Shields Inc,grocery_net,80.25,Margaret,Curtis,F,742 Oneill Shore,Florence,MS,39073,32.153,-90.1217,19685,Fine artist,1984-12-24,b9b5934d16a37ee0e3545f4dee87906b,1732734220467,32.274895,-91.10764,0
2024-11-27 19:03:43,3500969075198072,fraud_Emard Inc,gas_transport,52.85,Kenneth,Sanchez,M,0110 Ashley Forest,Tekoa,WA,99033,47.2271,-117.0819,895,Clothing/textile technologist,1999-05-31,2fd2050a69cd982c93ce4ef6c02221df,1732734223923,47.922127,-117.935613,0
2024-11-27 19:03:47,4640395708703,fraud_Graham and Sons,health_fitness,90.75,Melissa,Krause,F,67632 Martin Gateway,Fordoche,LA,70732,30.6576,-91.6264,1178,Community education officer,1951-06-13,ba4bd6d7a856ef6feafd61d7e5cfee4a,1732734227334,29.966269,-92.18265,0
2024-11-27 19:03:51,3517814635263522,fraud_Auer LLC,personal_care,84.13,William,Cannon,M,43809 Kenneth Circles Suite 152,Union,WV,24983,37.5802,-80.5248,2443,Chartered public finance accountant,1941-10-16,368951bfc8b9794ba834f23ab7d63e11,1732734231436,37.931339,-81.172587,0
2024-11-27 19:03:54,4562827002127,fraud_Mayert Group,shopping_pos,8.17,Christopher,Johnson,M,28711 Kristine Junction Suite 309,Greenville,OH,45331,40.0987,-84.6342,22930,Media planner,1971-11-26,15ee789b1597db82c7c3662ce47cff33,1732734234868,39.628843,-84.974182,0
2024-11-27 19:03:58,4045036286570100739,fraud_Shields-Wunsch,health_fitness,86.2,Bianca,Scott,F,9588 Cox Rapid Apt. 257,Atglen,PA,19310,39.9458,-75.9703,3066,Product manager,1928-07-15,c3278ab38744d0dc5059e5594b8f7d8b,1732734238451,40.65525,-76.885317,0
2024-11-27 19:04:01,4980323467523543940,"fraud_Yost, Block and Koepp",misc_pos,23.3,Patrick,Massey,M,7812 Shane Shoals Apt. 607,North Haverhill,NH,3774,44.0978,-72.0191,1966,Structural engineer,1947-10-27,9f1977e28fc0c001cae3b89256258a0f,1732734241885,43.554355,-72.981375,0
2024-11-27 19:04:05,3591919803438423,fraud_Kris-Kertzmann,travel,5.99,Brian,Williams,M,32941 Krystal Mill Apt. 552,Titusville,FL,32780,28.5697,-80.8191,54767,Set designer,1987-07-25,2b3afafb979dc0023695c467eff2e5e3,1732734245339,28.595422,-80.918845,0
2024-11-27 19:04:08,6011388901471808,"fraud_Haley, Jewess and Bechtelar",shopping_pos,7.32,Jacqueline,Marsh,F,950 Sheryl Spurs,Dunlevy,PA,15432,40.1151,-79.8627,427,Mining engineer,1951-02-05,7838fdbcf335c725377176be892478b8,1732734248724,40.442234,-80.749094,0
2024-11-27 19:04:12,4488258847705225890,fraud_Rau-Grant,kids_pets,25.52,Jessica,Shaw,F,5745 Blair Locks,West Columbia,SC,29170,33.9568,-81.1405,52126,Chemical engineer,1929-08-23,36898aa66cc3e1fd1ddea6362f1f4c5c,1732734252138,33.904341,-81.124174,0
2024-11-27 19:04:15,6592861994408652,fraud_Koss and Sons,gas_transport,58.03,Ashley,Whitehead,F,58188 Madison Meadow Apt. 949,Cowlesville,NY,14037,42.8112,-78.4481,1166,Colour technologist,1983-06-12,39776262f123167e60fd6ab1c37de93e,1732734255568,42.993782,-78.460024,0
2024-11-27 19:04:19,30092964733035,"fraud_Baumbach, Strosin and Nicolas",shopping_pos,134.92,Jessica,Terry,F,6412 Elizabeth Gardens Suite 633,Maysville,KY,41056,38.6207,-83.8067,14228,Advertising account executive,1971-03-26,378547e22e1abb8dad659e0f6e57cd40,1732734259022,38.943706,-84.464786,0
2024-11-27 19:04:22,4302480582202074,fraud_O'Keefe-Hudson,grocery_pos,89.95,David,Rodriguez,M,821 Solis Points,Muskegon,MI,49440,43.2326,-86.2492,128715,Historic buildings inspector/conservation officer,1995-05-25,997e735383fa363af00af2ae89c9dfbc,1732734262409,43.791486,-87.037928,0
2024-11-27 19:04:25,4170689372027579,fraud_Zulauf LLC,personal_care,19.66,Samuel,Frey,M,830 Myers Plaza Apt. 384,Edmond,OK,73034,35.6665,-97.4798,116001,Media buyer,1993-05-10,91885f821c3e4a39370dbcd8d4a4273d,1732734265827,35.396974,-97.073282,0
2024-11-27 19:04:29,4018105808392773675,fraud_Bernhard-Lesch,food_dining,57.66,Katherine,Love,F,5884 Sandoval Square Apt. 371,Allenhurst,NJ,7711,40.2367,-74.0067,1533,"Administrator, charities/voluntary organisations",1935-04-15,9a0b94eaa99ca36de7b2511e0d2301be,1732734269218,39.509782,-73.502121,0
2024-11-27 19:04:32,676173792455,fraud_Bauch-Raynor,grocery_pos,88.88,Brittany,Cox,F,07177 William Dale Apt. 547,Santa Monica,CA,90403,34.0287,-118.4924,92043,"Civil engineer, contracting",1961-04-25,00ffc799d53ae38c1094637bbd7c92f6,1732734272602,34.891555,-119.214582,0
